Filename,Actual_Class,Predicted_Class,Class_Name,Confidence (%)
00000_00000.ppm,29,30,Perigo de Neve/Gelo,96.27
00000_00001.ppm,29,30,Perigo de Neve/Gelo,86.01
00000_00002.ppm,29,30,Perigo de Neve/Gelo,76.57
00000_00003.ppm,29,30,Perigo de Neve/Gelo,69.21
00000_00004.ppm,29,28,Crianças,86.89
00000_00005.ppm,29,29,Ciclistas,96.04
00000_00006.ppm,29,29,Ciclistas,98.59
00000_00007.ppm,29,29,Ciclistas,32.28
00000_00008.ppm,29,29,Ciclistas,99.99
00000_00009.ppm,29,29,Ciclistas,99.84
00000_00010.ppm,29,29,Ciclistas,99.86
00000_00011.ppm,29,29,Ciclistas,99.96
00000_00012.ppm,29,29,Ciclistas,93.28
00000_00013.ppm,29,29,Ciclistas,83.14
00000_00014.ppm,29,29,Ciclistas,99.44
00000_00015.ppm,29,29,Ciclistas,99.95
00000_00016.ppm,29,29,Ciclistas,99.99
00000_00017.ppm,29,29,Ciclistas,99.38
00000_00018.ppm,29,29,Ciclistas,99.92
00000_00019.ppm,29,29,Ciclistas,68.71
00000_00020.ppm,29,29,Ciclistas,98.57
00000_00021.ppm,29,29,Ciclistas,99.56
00000_00022.ppm,29,29,Ciclistas,99.58
00000_00023.ppm,29,23,Pista Escorregadia,76.73
00000_00024.ppm,29,29,Ciclistas,81.47
00000_00025.ppm,29,29,Ciclistas,81.41
00000_00026.ppm,29,29,Ciclistas,92.13
00000_00027.ppm,29,29,Ciclistas,94.93
00000_00028.ppm,29,29,Ciclistas,85.00
00000_00029.ppm,29,29,Ciclistas,62.27
00001_00000.ppm,29,29,Ciclistas,99.88
00001_00001.ppm,29,29,Ciclistas,99.97
00001_00002.ppm,29,29,Ciclistas,99.93
00001_00003.ppm,29,29,Ciclistas,99.89
00001_00004.ppm,29,29,Ciclistas,99.74
00001_00005.ppm,29,29,Ciclistas,99.99
00001_00006.ppm,29,29,Ciclistas,99.99
00001_00007.ppm,29,29,Ciclistas,99.99
00001_00008.ppm,29,29,Ciclistas,99.99
00001_00009.ppm,29,29,Ciclistas,99.99
00001_00010.ppm,29,29,Ciclistas,99.98
00001_00011.ppm,29,29,Ciclistas,99.99
00001_00012.ppm,29,29,Ciclistas,99.99
00001_00013.ppm,29,29,Ciclistas,100.00
00001_00014.ppm,29,29,Ciclistas,99.87
00001_00015.ppm,29,29,Ciclistas,99.72
00001_00016.ppm,29,29,Ciclistas,100.00
00001_00017.ppm,29,29,Ciclistas,100.00
00001_00018.ppm,29,29,Ciclistas,99.98
00001_00019.ppm,29,29,Ciclistas,99.98
00001_00020.ppm,29,29,Ciclistas,99.88
00001_00021.ppm,29,29,Ciclistas,99.62
00001_00022.ppm,29,29,Ciclistas,99.93
00001_00023.ppm,29,29,Ciclistas,94.45
00001_00024.ppm,29,29,Ciclistas,71.53
00001_00025.ppm,29,29,Ciclistas,80.87
00001_00026.ppm,29,29,Ciclistas,56.24
00001_00027.ppm,29,29,Ciclistas,41.03
00001_00028.ppm,29,28,Crianças,46.16
00001_00029.ppm,29,28,Crianças,45.67
00002_00000.ppm,29,29,Ciclistas,99.85
00002_00001.ppm,29,29,Ciclistas,99.98
00002_00002.ppm,29,29,Ciclistas,99.98
00002_00003.ppm,29,29,Ciclistas,98.73
00002_00004.ppm,29,29,Ciclistas,99.93
00002_00005.ppm,29,29,Ciclistas,99.93
00002_00006.ppm,29,29,Ciclistas,99.99
00002_00007.ppm,29,29,Ciclistas,99.74
00002_00008.ppm,29,29,Ciclistas,99.87
00002_00009.ppm,29,30,Perigo de Neve/Gelo,69.83
00002_00010.ppm,29,30,Perigo de Neve/Gelo,83.72
00002_00011.ppm,29,30,Perigo de Neve/Gelo,82.82
00002_00012.ppm,29,30,Perigo de Neve/Gelo,83.36
00002_00013.ppm,29,30,Perigo de Neve/Gelo,88.73
00002_00014.ppm,29,30,Perigo de Neve/Gelo,84.59
00002_00015.ppm,29,29,Ciclistas,47.39
00002_00016.ppm,29,30,Perigo de Neve/Gelo,81.59
