Filename,Actual_Class,Predicted_Class,Class_Name,Confidence (%)
00000_00000.ppm,0,1,Limite de Velocidade (30km/h),98.19
00000_00001.ppm,0,1,Limite de Velocidade (30km/h),76.39
00000_00002.ppm,0,1,Limite de Velocidade (30km/h),94.53
00000_00003.ppm,0,1,Limite de Velocidade (30km/h),64.74
00000_00004.ppm,0,1,Limite de Velocidade (30km/h),98.59
00000_00005.ppm,0,0,Limite de Velocidade (20km/h),88.50
00000_00006.ppm,0,0,Limite de Velocidade (20km/h),97.90
00000_00007.ppm,0,0,Limite de Velocidade (20km/h),70.11
00000_00008.ppm,0,0,Limite de Velocidade (20km/h),99.89
00000_00009.ppm,0,0,Limite de Velocidade (20km/h),96.42
00000_00010.ppm,0,0,Limite de Velocidade (20km/h),81.55
00000_00011.ppm,0,4,Limite de Velocidade (70km/h),85.02
00000_00012.ppm,0,1,Limite de Velocidade (30km/h),63.41
00000_00013.ppm,0,0,Limite de Velocidade (20km/h),100.00
00000_00014.ppm,0,0,Limite de Velocidade (20km/h),35.76
00000_00015.ppm,0,0,Limite de Velocidade (20km/h),99.99
00000_00016.ppm,0,0,Limite de Velocidade (20km/h),67.98
00000_00017.ppm,0,0,Limite de Velocidade (20km/h),100.00
00000_00018.ppm,0,0,Limite de Velocidade (20km/h),100.00
00000_00019.ppm,0,0,Limite de Velocidade (20km/h),99.99
00000_00020.ppm,0,0,Limite de Velocidade (20km/h),99.34
00000_00021.ppm,0,0,Limite de Velocidade (20km/h),99.98
00000_00022.ppm,0,0,Limite de Velocidade (20km/h),100.00
00000_00023.ppm,0,0,Limite de Velocidade (20km/h),99.99
00000_00024.ppm,0,0,Limite de Velocidade (20km/h),100.00
00000_00025.ppm,0,0,Limite de Velocidade (20km/h),100.00
00000_00026.ppm,0,0,Limite de Velocidade (20km/h),100.00
00000_00027.ppm,0,0,Limite de Velocidade (20km/h),100.00
00000_00028.ppm,0,0,Limite de Velocidade (20km/h),100.00
00000_00029.ppm,0,0,Limite de Velocidade (20km/h),100.00
00001_00000.ppm,0,8,Limite de Velocidade (120km/h),90.05
00001_00001.ppm,0,8,Limite de Velocidade (120km/h),86.71
00001_00002.ppm,0,8,Limite de Velocidade (120km/h),75.60
00001_00003.ppm,0,7,Limite de Velocidade (100km/h),38.12
00001_00004.ppm,0,0,Limite de Velocidade (20km/h),70.36
00001_00005.ppm,0,1,Limite de Velocidade (30km/h),75.82
00001_00006.ppm,0,0,Limite de Velocidade (20km/h),73.29
00001_00007.ppm,0,0,Limite de Velocidade (20km/h),96.25
00001_00008.ppm,0,4,Limite de Velocidade (70km/h),52.86
00001_00009.ppm,0,0,Limite de Velocidade (20km/h),94.90
00001_00010.ppm,0,1,Limite de Velocidade (30km/h),45.29
00001_00011.ppm,0,0,Limite de Velocidade (20km/h),96.58
00001_00012.ppm,0,0,Limite de Velocidade (20km/h),99.58
00001_00013.ppm,0,4,Limite de Velocidade (70km/h),63.44
00001_00014.ppm,0,1,Limite de Velocidade (30km/h),77.42
00001_00015.ppm,0,1,Limite de Velocidade (30km/h),55.42
00001_00016.ppm,0,1,Limite de Velocidade (30km/h),51.01
00001_00017.ppm,0,7,Limite de Velocidade (100km/h),45.65
00001_00018.ppm,0,0,Limite de Velocidade (20km/h),61.67
00001_00019.ppm,0,0,Limite de Velocidade (20km/h),100.00
00001_00020.ppm,0,0,Limite de Velocidade (20km/h),82.47
00001_00021.ppm,0,0,Limite de Velocidade (20km/h),99.99
00001_00022.ppm,0,0,Limite de Velocidade (20km/h),50.72
00001_00023.ppm,0,0,Limite de Velocidade (20km/h),99.99
00001_00024.ppm,0,0,Limite de Velocidade (20km/h),100.00
00001_00025.ppm,0,0,Limite de Velocidade (20km/h),100.00
00001_00026.ppm,0,0,Limite de Velocidade (20km/h),100.00
00001_00027.ppm,0,0,Limite de Velocidade (20km/h),100.00
00001_00028.ppm,0,0,Limite de Velocidade (20km/h),99.55
00001_00029.ppm,0,0,Limite de Velocidade (20km/h),99.98
00002_00000.ppm,0,4,Limite de Velocidade (70km/h),91.89
00002_00001.ppm,0,0,Limite de Velocidade (20km/h),90.43
00002_00002.ppm,0,0,Limite de Velocidade (20km/h),95.04
00002_00003.ppm,0,0,Limite de Velocidade (20km/h),97.63
00002_00004.ppm,0,0,Limite de Velocidade (20km/h),99.05
00002_00005.ppm,0,0,Limite de Velocidade (20km/h),93.43
00002_00006.ppm,0,0,Limite de Velocidade (20km/h),99.89
00002_00007.ppm,0,0,Limite de Velocidade (20km/h),98.42
00002_00008.ppm,0,0,Limite de Velocidade (20km/h),98.97
00002_00009.ppm,0,0,Limite de Velocidade (20km/h),99.74
00002_00010.ppm,0,0,Limite de Velocidade (20km/h),99.52
00002_00011.ppm,0,0,Limite de Velocidade (20km/h),88.44
