Filename,Actual_Class,Predicted_Class,Class_Name,Confidence (%)
00000_00000.ppm,36,36,Em Frente ou à Direita,98.04
00000_00001.ppm,36,36,Em Frente ou à Direita,98.19
00000_00002.ppm,36,36,Em Frente ou à Direita,96.16
00000_00003.ppm,36,36,Em Frente ou à Direita,96.62
00000_00004.ppm,36,36,Em Frente ou à Direita,99.65
00000_00005.ppm,36,36,Em Frente ou à Direita,99.26
00000_00006.ppm,36,36,Em Frente ou à Direita,98.74
00000_00007.ppm,36,36,Em Frente ou à Direita,98.85
00000_00008.ppm,36,36,Em Frente ou à Direita,95.09
00000_00009.ppm,36,36,Em Frente ou à Direita,97.23
00000_00010.ppm,36,36,Em Frente ou à Direita,96.00
00000_00011.ppm,36,36,Em Frente ou à Direita,97.08
00000_00012.ppm,36,36,Em Frente ou à Direita,92.90
00000_00013.ppm,36,36,Em Frente ou à Direita,99.31
00000_00014.ppm,36,36,Em Frente ou à Direita,99.10
00000_00015.ppm,36,36,Em Frente ou à Direita,99.12
00000_00016.ppm,36,36,Em Frente ou à Direita,99.81
00000_00017.ppm,36,36,Em Frente ou à Direita,98.29
00000_00018.ppm,36,36,Em Frente ou à Direita,99.77
00000_00019.ppm,36,36,Em Frente ou à Direita,99.91
00000_00020.ppm,36,36,Em Frente ou à Direita,99.97
00000_00021.ppm,36,36,Em Frente ou à Direita,99.91
00000_00022.ppm,36,36,Em Frente ou à Direita,99.67
00000_00023.ppm,36,36,Em Frente ou à Direita,99.98
00000_00024.ppm,36,36,Em Frente ou à Direita,99.99
00000_00025.ppm,36,36,Em Frente ou à Direita,99.99
00000_00026.ppm,36,36,Em Frente ou à Direita,99.84
00000_00027.ppm,36,36,Em Frente ou à Direita,99.90
00000_00028.ppm,36,36,Em Frente ou à Direita,99.99
00000_00029.ppm,36,36,Em Frente ou à Direita,100.00
00001_00000.ppm,36,36,Em Frente ou à Direita,53.23
00001_00001.ppm,36,36,Em Frente ou à Direita,67.89
00001_00002.ppm,36,36,Em Frente ou à Direita,94.07
00001_00003.ppm,36,36,Em Frente ou à Direita,94.51
00001_00004.ppm,36,36,Em Frente ou à Direita,29.04
00001_00005.ppm,36,36,Em Frente ou à Direita,63.75
00001_00006.ppm,36,20,Curva Perigosa à Direita,15.78
00001_00007.ppm,36,28,Crianças,21.04
00001_00008.ppm,36,32,Fim de Todas as Restrições,11.79
00001_00009.ppm,36,36,Em Frente ou à Direita,25.33
00001_00010.ppm,36,36,Em Frente ou à Direita,25.90
00001_00011.ppm,36,5,Limite de Velocidade (80km/h),15.76
00001_00012.ppm,36,36,Em Frente ou à Direita,15.72
00001_00013.ppm,36,36,Em Frente ou à Direita,56.40
00001_00014.ppm,36,3,Limite de Velocidade (60km/h),40.76
00001_00015.ppm,36,36,Em Frente ou à Direita,24.94
00001_00016.ppm,36,36,Em Frente ou à Direita,32.42
00001_00017.ppm,36,25,Obras,30.33
00001_00018.ppm,36,36,Em Frente ou à Direita,99.99
00001_00019.ppm,36,5,Limite de Velocidade (80km/h),20.10
00001_00020.ppm,36,36,Em Frente ou à Direita,100.00
00001_00021.ppm,36,36,Em Frente ou à Direita,100.00
00001_00022.ppm,36,36,Em Frente ou à Direita,100.00
00001_00023.ppm,36,17,Entrada Proibida,81.10
00001_00024.ppm,36,32,Fim de Todas as Restrições,34.00
00001_00025.ppm,36,36,Em Frente ou à Direita,100.00
00001_00026.ppm,36,36,Em Frente ou à Direita,100.00
