Filename,Actual_Class,Predicted_Class,Class_Name,Confidence (%)
00000_00000.ppm,14,38,Mantenha-se à Direita,98.80
00000_00001.ppm,14,38,Mantenha-se à Direita,74.90
00000_00002.ppm,14,4,Limite de Velocidade (70km/h),78.98
00000_00003.ppm,14,14,Pare,67.54
00000_00004.ppm,14,4,Limite de Velocidade (70km/h),92.43
00000_00005.ppm,14,4,Limite de Velocidade (70km/h),97.90
00000_00006.ppm,14,38,Mantenha-se à Direita,56.32
00000_00007.ppm,14,14,Pare,84.07
00000_00008.ppm,14,38,Mantenha-se à Direita,48.31
00000_00009.ppm,14,14,Pare,53.71
00000_00010.ppm,14,38,Mantenha-se à Direita,86.37
00000_00011.ppm,14,38,Mantenha-se à Direita,97.46
00000_00012.ppm,14,38,Mantenha-se à Direita,98.05
00000_00013.ppm,14,38,Mantenha-se à Direita,70.10
00000_00014.ppm,14,4,Limite de Velocidade (70km/h),64.33
00000_00015.ppm,14,14,Pare,59.32
00000_00016.ppm,14,38,Mantenha-se à Direita,53.19
00000_00017.ppm,14,38,Mantenha-se à Direita,90.11
00000_00018.ppm,14,38,Mantenha-se à Direita,55.87
00000_00019.ppm,14,13,Dê a Preferência,42.54
00000_00020.ppm,14,38,Mantenha-se à Direita,65.59
00000_00021.ppm,14,13,Dê a Preferência,48.83
00000_00022.ppm,14,13,Dê a Preferência,83.60
00000_00023.ppm,14,38,Mantenha-se à Direita,70.54
00000_00024.ppm,14,14,Pare,49.67
00000_00025.ppm,14,13,Dê a Preferência,98.49
00000_00026.ppm,14,13,Dê a Preferência,95.74
00000_00027.ppm,14,13,Dê a Preferência,77.76
00000_00028.ppm,14,13,Dê a Preferência,97.30
00000_00029.ppm,14,13,Dê a Preferência,99.95
00001_00000.ppm,14,13,Dê a Preferência,93.91
00001_00001.ppm,14,13,Dê a Preferência,61.48
00001_00002.ppm,14,13,Dê a Preferência,60.47
00001_00003.ppm,14,38,Mantenha-se à Direita,90.13
00001_00004.ppm,14,14,Pare,100.00
00001_00005.ppm,14,38,Mantenha-se à Direita,38.33
00001_00006.ppm,14,38,Mantenha-se à Direita,61.02
00001_00007.ppm,14,38,Mantenha-se à Direita,81.05
00001_00008.ppm,14,38,Mantenha-se à Direita,52.59
00001_00009.ppm,14,14,Pare,100.00
00001_00010.ppm,14,14,Pare,100.00
00001_00011.ppm,14,38,Mantenha-se à Direita,48.63
00001_00012.ppm,14,38,Mantenha-se à Direita,90.19
00001_00013.ppm,14,38,Mantenha-se à Direita,86.35
00001_00014.ppm,14,13,Dê a Preferência,75.61
00001_00015.ppm,14,38,Mantenha-se à Direita,60.03
00001_00016.ppm,14,13,Dê a Preferência,96.44
00001_00017.ppm,14,14,Pare,100.00
00001_00018.ppm,14,14,Pare,100.00
00001_00019.ppm,14,14,Pare,100.00
00001_00020.ppm,14,14,Pare,100.00
00001_00021.ppm,14,14,Pare,100.00
00001_00022.ppm,14,14,Pare,100.00
00001_00023.ppm,14,13,Dê a Preferência,98.65
00001_00024.ppm,14,13,Dê a Preferência,97.35
00001_00025.ppm,14,14,Pare,100.00
00001_00026.ppm,14,14,Pare,100.00
00001_00027.ppm,14,14,Pare,100.00
00001_00028.ppm,14,14,Pare,100.00
00001_00029.ppm,14,14,Pare,100.00
00002_00000.ppm,14,4,Limite de Velocidade (70km/h),85.52
00002_00001.ppm,14,38,Mantenha-se à Direita,82.73
00002_00002.ppm,14,4,Limite de Velocidade (70km/h),74.14
00002_00003.ppm,14,38,Mantenha-se à Direita,90.69
00002_00004.ppm,14,14,Pare,69.30
00002_00005.ppm,14,4,Limite de Velocidade (70km/h),74.90
00002_00006.ppm,14,38,Mantenha-se à Direita,81.60
00002_00007.ppm,14,38,Mantenha-se à Direita,98.02
00002_00008.ppm,14,38,Mantenha-se à Direita,99.25
00002_00009.ppm,14,38,Mantenha-se à Direita,48.68
00002_00010.ppm,14,38,Mantenha-se à Direita,83.23
00002_00011.ppm,14,38,Mantenha-se à Direita,45.53
00002_00012.ppm,14,38,Mantenha-se à Direita,43.32
00002_00013.ppm,14,38,Mantenha-se à Direita,49.07
00002_00014.ppm,14,38,Mantenha-se à Direita,93.41
00002_00015.ppm,14,38,Mantenha-se à Direita,73.39
00002_00016.ppm,14,38,Mantenha-se à Direita,99.59
00002_00017.ppm,14,38,Mantenha-se à Direita,93.98
00002_00018.ppm,14,38,Mantenha-se à Direita,95.14
00002_00019.ppm,14,38,Mantenha-se à Direita,92.37
00002_00020.ppm,14,38,Mantenha-se à Direita,97.55
00002_00021.ppm,14,38,Mantenha-se à Direita,85.04
00002_00022.ppm,14,38,Mantenha-se à Direita,86.78
00002_00023.ppm,14,4,Limite de Velocidade (70km/h),52.80
00002_00024.ppm,14,38,Mantenha-se à Direita,95.51
00002_00025.ppm,14,38,Mantenha-se à Direita,97.41
00002_00026.ppm,14,38,Mantenha-se à Direita,86.45
00002_00027.ppm,14,38,Mantenha-se à Direita,99.22
00002_00028.ppm,14,38,Mantenha-se à Direita,96.59
00002_00029.ppm,14,13,Dê a Preferência,56.29
00003_00000.ppm,14,14,Pare,100.00
00003_00001.ppm,14,14,Pare,100.00
00003_00002.ppm,14,14,Pare,100.00
00003_00003.ppm,14,14,Pare,100.00
00003_00004.ppm,14,14,Pare,99.98
00003_00005.ppm,14,14,Pare,100.00
00003_00006.ppm,14,14,Pare,100.00
00003_00007.ppm,14,14,Pare,100.00
00003_00008.ppm,14,14,Pare,100.00
00003_00009.ppm,14,14,Pare,100.00
00003_00010.ppm,14,14,Pare,100.00
00003_00011.ppm,14,14,Pare,100.00
00003_00012.ppm,14,14,Pare,99.98
00003_00013.ppm,14,14,Pare,100.00
00003_00014.ppm,14,14,Pare,100.00
00003_00015.ppm,14,14,Pare,100.00
00003_00016.ppm,14,14,Pare,100.00
00003_00017.ppm,14,14,Pare,100.00
00003_00018.ppm,14,14,Pare,100.00
00003_00019.ppm,14,14,Pare,100.00
00003_00020.ppm,14,14,Pare,100.00
00003_00021.ppm,14,14,Pare,100.00
00003_00022.ppm,14,14,Pare,100.00
00003_00023.ppm,14,14,Pare,100.00
00003_00024.ppm,14,14,Pare,100.00
00003_00025.ppm,14,14,Pare,100.00
00003_00026.ppm,14,14,Pare,100.00
00003_00027.ppm,14,14,Pare,100.00
00003_00028.ppm,14,14,Pare,100.00
00003_00029.ppm,14,14,Pare,100.00
00004_00000.ppm,14,14,Pare,100.00
00004_00001.ppm,14,14,Pare,100.00
00004_00002.ppm,14,14,Pare,100.00
00004_00003.ppm,14,14,Pare,100.00
00004_00004.ppm,14,14,Pare,100.00
00004_00005.ppm,14,14,Pare,100.00
00004_00006.ppm,14,14,Pare,100.00
00004_00007.ppm,14,14,Pare,100.00
00004_00008.ppm,14,14,Pare,100.00
00004_00009.ppm,14,14,Pare,100.00
00004_00010.ppm,14,14,Pare,100.00
00004_00011.ppm,14,14,Pare,100.00
00004_00012.ppm,14,14,Pare,100.00
00004_00013.ppm,14,14,Pare,100.00
00004_00014.ppm,14,14,Pare,100.00
00004_00015.ppm,14,15,Trânsito Proibido,41.19
00004_00016.ppm,14,38,Mantenha-se à Direita,64.39
00004_00017.ppm,14,38,Mantenha-se à Direita,52.15
00004_00018.ppm,14,38,Mantenha-se à Direita,86.62
00004_00019.ppm,14,38,Mantenha-se à Direita,95.28
00004_00020.ppm,14,14,Pare,100.00
00004_00021.ppm,14,38,Mantenha-se à Direita,74.09
00004_00022.ppm,14,38,Mantenha-se à Direita,90.74
00004_00023.ppm,14,38,Mantenha-se à Direita,60.95
00004_00024.ppm,14,38,Mantenha-se à Direita,66.85
00004_00025.ppm,14,1,Limite de Velocidade (30km/h),50.26
00004_00026.ppm,14,1,Limite de Velocidade (30km/h),42.15
00004_00027.ppm,14,14,Pare,49.09
00004_00028.ppm,14,14,Pare,37.79
00004_00029.ppm,14,1,Limite de Velocidade (30km/h),46.37
00005_00000.ppm,14,14,Pare,100.00
00005_00001.ppm,14,14,Pare,100.00
00005_00002.ppm,14,14,Pare,100.00
00005_00003.ppm,14,14,Pare,100.00
00005_00004.ppm,14,14,Pare,100.00
00005_00005.ppm,14,14,Pare,100.00
00005_00006.ppm,14,14,Pare,99.97
00005_00007.ppm,14,14,Pare,99.98
00005_00008.ppm,14,14,Pare,100.00
00005_00009.ppm,14,14,Pare,100.00
00005_00010.ppm,14,14,Pare,100.00
00005_00011.ppm,14,14,Pare,100.00
00005_00012.ppm,14,14,Pare,100.00
00005_00013.ppm,14,14,Pare,100.00
00005_00014.ppm,14,14,Pare,99.99
00005_00015.ppm,14,14,Pare,100.00
00005_00016.ppm,14,14,Pare,100.00
00005_00017.ppm,14,14,Pare,100.00
00005_00018.ppm,14,14,Pare,99.99
00005_00019.ppm,14,14,Pare,100.00
