Filename,Actual_Class,Predicted_Class,Class_Name,Confidence (%)
00000_00000.ppm,24,26,Semáforo à Frente,53.77
00000_00001.ppm,24,30,Perigo de Neve/Gelo,75.30
00000_00002.ppm,24,30,Perigo de Neve/Gelo,95.81
00000_00003.ppm,24,30,Perigo de Neve/Gelo,94.75
00000_00004.ppm,24,30,Perigo de Neve/Gelo,78.21
00000_00005.ppm,24,24,Estreitamento de Pista,85.26
00000_00006.ppm,24,24,Estreitamento de Pista,80.23
00000_00007.ppm,24,24,Estreitamento de Pista,81.07
00000_00008.ppm,24,24,Estreitamento de Pista,90.72
00000_00009.ppm,24,24,Estreitamento de Pista,96.44
00000_00010.ppm,24,24,Estreitamento de Pista,99.43
00000_00011.ppm,24,24,Estreitamento de Pista,94.69
00000_00012.ppm,24,24,Estreitamento de Pista,98.42
00000_00013.ppm,24,24,Estreitamento de Pista,98.93
00000_00014.ppm,24,24,Estreitamento de Pista,95.76
00000_00015.ppm,24,24,Estreitamento de Pista,99.33
00000_00016.ppm,24,24,Estreitamento de Pista,98.88
00000_00017.ppm,24,24,Estreitamento de Pista,53.36
00000_00018.ppm,24,24,Estreitamento de Pista,93.57
00000_00019.ppm,24,24,Estreitamento de Pista,93.46
00000_00020.ppm,24,24,Estreitamento de Pista,99.60
00000_00021.ppm,24,24,Estreitamento de Pista,95.95
00000_00022.ppm,24,24,Estreitamento de Pista,96.05
00000_00023.ppm,24,24,Estreitamento de Pista,98.57
00000_00024.ppm,24,24,Estreitamento de Pista,98.63
00000_00025.ppm,24,24,Estreitamento de Pista,97.79
00000_00026.ppm,24,24,Estreitamento de Pista,98.93
00000_00027.ppm,24,24,Estreitamento de Pista,99.84
00000_00028.ppm,24,24,Estreitamento de Pista,95.87
00000_00029.ppm,24,24,Estreitamento de Pista,91.36
00001_00000.ppm,24,24,Estreitamento de Pista,100.00
00001_00001.ppm,24,24,Estreitamento de Pista,100.00
00001_00002.ppm,24,24,Estreitamento de Pista,100.00
00001_00003.ppm,24,24,Estreitamento de Pista,99.95
00001_00004.ppm,24,24,Estreitamento de Pista,100.00
00001_00005.ppm,24,24,Estreitamento de Pista,100.00
00001_00006.ppm,24,24,Estreitamento de Pista,100.00
00001_00007.ppm,24,24,Estreitamento de Pista,100.00
00001_00008.ppm,24,24,Estreitamento de Pista,100.00
00001_00009.ppm,24,24,Estreitamento de Pista,100.00
00001_00010.ppm,24,24,Estreitamento de Pista,100.00
00001_00011.ppm,24,24,Estreitamento de Pista,100.00
00001_00012.ppm,24,24,Estreitamento de Pista,99.92
00001_00013.ppm,24,24,Estreitamento de Pista,99.98
00001_00014.ppm,24,24,Estreitamento de Pista,99.98
00001_00015.ppm,24,24,Estreitamento de Pista,99.99
00001_00016.ppm,24,24,Estreitamento de Pista,100.00
00001_00017.ppm,24,24,Estreitamento de Pista,100.00
00001_00018.ppm,24,24,Estreitamento de Pista,100.00
00001_00019.ppm,24,24,Estreitamento de Pista,94.01
00001_00020.ppm,24,24,Estreitamento de Pista,99.99
00001_00021.ppm,24,24,Estreitamento de Pista,99.99
00001_00022.ppm,24,24,Estreitamento de Pista,99.99
00001_00023.ppm,24,24,Estreitamento de Pista,99.98
00001_00024.ppm,24,24,Estreitamento de Pista,99.92
00001_00025.ppm,24,24,Estreitamento de Pista,99.91
00001_00026.ppm,24,24,Estreitamento de Pista,99.97
00001_00027.ppm,24,24,Estreitamento de Pista,99.97
00001_00028.ppm,24,24,Estreitamento de Pista,99.79
00001_00029.ppm,24,24,Estreitamento de Pista,99.73
00002_00000.ppm,24,11,Interseção com Prioridade,82.75
00002_00001.ppm,24,27,Pedestres,39.48
00002_00002.ppm,24,11,Interseção com Prioridade,66.22
00002_00003.ppm,24,11,Interseção com Prioridade,47.52
00002_00004.ppm,24,11,Interseção com Prioridade,61.70
00002_00005.ppm,24,30,Perigo de Neve/Gelo,37.61
00002_00006.ppm,24,24,Estreitamento de Pista,99.61
00002_00007.ppm,24,24,Estreitamento de Pista,99.98
00002_00008.ppm,24,24,Estreitamento de Pista,98.86
00002_00009.ppm,24,24,Estreitamento de Pista,99.94
00002_00010.ppm,24,24,Estreitamento de Pista,99.94
00002_00011.ppm,24,24,Estreitamento de Pista,99.96
00002_00012.ppm,24,24,Estreitamento de Pista,99.98
00002_00013.ppm,24,24,Estreitamento de Pista,99.79
00002_00014.ppm,24,24,Estreitamento de Pista,99.99
00002_00015.ppm,24,24,Estreitamento de Pista,99.78
00002_00016.ppm,24,24,Estreitamento de Pista,99.94
00002_00017.ppm,24,24,Estreitamento de Pista,99.10
00002_00018.ppm,24,24,Estreitamento de Pista,99.63
00002_00019.ppm,24,24,Estreitamento de Pista,99.83
00002_00020.ppm,24,24,Estreitamento de Pista,99.93
00002_00021.ppm,24,24,Estreitamento de Pista,99.99
00002_00022.ppm,24,24,Estreitamento de Pista,99.89
00002_00023.ppm,24,24,Estreitamento de Pista,100.00
00002_00024.ppm,24,24,Estreitamento de Pista,99.84
00002_00025.ppm,24,24,Estreitamento de Pista,91.77
00002_00026.ppm,24,24,Estreitamento de Pista,97.59
00002_00027.ppm,24,24,Estreitamento de Pista,96.00
00002_00028.ppm,24,24,Estreitamento de Pista,99.77
00002_00029.ppm,24,24,Estreitamento de Pista,99.45
00003_00000.ppm,24,24,Estreitamento de Pista,83.36
00003_00001.ppm,24,24,Estreitamento de Pista,25.82
00003_00002.ppm,24,24,Estreitamento de Pista,26.01
00003_00003.ppm,24,24,Estreitamento de Pista,91.05
00003_00004.ppm,24,24,Estreitamento de Pista,74.99
00003_00005.ppm,24,24,Estreitamento de Pista,67.14
00003_00006.ppm,24,24,Estreitamento de Pista,95.66
00003_00007.ppm,24,24,Estreitamento de Pista,92.82
00003_00008.ppm,24,24,Estreitamento de Pista,93.34
00003_00009.ppm,24,24,Estreitamento de Pista,91.87
00003_00010.ppm,24,24,Estreitamento de Pista,93.72
00003_00011.ppm,24,24,Estreitamento de Pista,92.34
00003_00012.ppm,24,24,Estreitamento de Pista,87.15
00003_00013.ppm,24,24,Estreitamento de Pista,97.31
00003_00014.ppm,24,24,Estreitamento de Pista,95.38
00003_00015.ppm,24,24,Estreitamento de Pista,91.37
00003_00016.ppm,24,24,Estreitamento de Pista,98.39
00003_00017.ppm,24,24,Estreitamento de Pista,98.83
00003_00018.ppm,24,24,Estreitamento de Pista,64.28
00003_00019.ppm,24,24,Estreitamento de Pista,88.55
00003_00020.ppm,24,24,Estreitamento de Pista,99.61
00003_00021.ppm,24,30,Perigo de Neve/Gelo,42.21
00003_00022.ppm,24,24,Estreitamento de Pista,97.70
00003_00023.ppm,24,24,Estreitamento de Pista,99.58
00003_00024.ppm,24,24,Estreitamento de Pista,91.14
00003_00025.ppm,24,24,Estreitamento de Pista,99.87
00003_00026.ppm,24,24,Estreitamento de Pista,98.67
00003_00027.ppm,24,24,Estreitamento de Pista,98.31
00003_00028.ppm,24,24,Estreitamento de Pista,94.56
00003_00029.ppm,24,24,Estreitamento de Pista,97.13
00004_00000.ppm,24,37,Em Frente ou à Esquerda,70.73
00004_00001.ppm,24,33,Vire à Direita,48.78
00004_00002.ppm,24,40,Rotatória Obrigatória,48.45
00004_00003.ppm,24,24,Estreitamento de Pista,86.89
00004_00004.ppm,24,24,Estreitamento de Pista,99.88
00004_00005.ppm,24,24,Estreitamento de Pista,79.87
00004_00006.ppm,24,24,Estreitamento de Pista,97.15
00004_00007.ppm,24,24,Estreitamento de Pista,95.11
00004_00008.ppm,24,24,Estreitamento de Pista,95.02
00004_00009.ppm,24,24,Estreitamento de Pista,96.86
00004_00010.ppm,24,24,Estreitamento de Pista,99.25
00004_00011.ppm,24,24,Estreitamento de Pista,95.49
00004_00012.ppm,24,24,Estreitamento de Pista,99.91
00004_00013.ppm,24,24,Estreitamento de Pista,99.86
00004_00014.ppm,24,24,Estreitamento de Pista,99.67
00004_00015.ppm,24,24,Estreitamento de Pista,99.52
