Filename,Actual_Class,Predicted_Class,Class_Name,Confidence (%)
00000_00000.ppm,21,11,Interseção com Prioridade,93.00
00000_00001.ppm,21,21,Dupla Curva,97.77
00000_00002.ppm,21,21,Dupla Curva,97.30
00000_00003.ppm,21,21,Dupla Curva,99.01
00000_00004.ppm,21,21,Dupla Curva,96.12
00000_00005.ppm,21,11,Interseção com Prioridade,97.71
00000_00006.ppm,21,21,Dupla Curva,99.35
00000_00007.ppm,21,11,Interseção com Prioridade,98.49
00000_00008.ppm,21,21,Dupla Curva,99.75
00000_00009.ppm,21,21,Dupla Curva,99.11
00000_00010.ppm,21,21,Dupla Curva,99.99
00000_00011.ppm,21,21,Dupla Curva,99.93
00000_00012.ppm,21,11,Interseção com Prioridade,99.88
00000_00013.ppm,21,11,Interseção com Prioridade,99.90
00000_00014.ppm,21,11,Interseção com Prioridade,99.72
00000_00015.ppm,21,21,Dupla Curva,99.73
00000_00016.ppm,21,21,Dupla Curva,99.80
00000_00017.ppm,21,21,Dupla Curva,99.93
00000_00018.ppm,21,21,Dupla Curva,99.83
00000_00019.ppm,21,21,Dupla Curva,99.54
00000_00020.ppm,21,21,Dupla Curva,99.10
00000_00021.ppm,21,11,Interseção com Prioridade,99.84
00000_00022.ppm,21,21,Dupla Curva,98.83
00000_00023.ppm,21,21,Dupla Curva,99.97
00000_00024.ppm,21,21,Dupla Curva,99.82
00000_00025.ppm,21,21,Dupla Curva,99.89
00000_00026.ppm,21,21,Dupla Curva,98.02
00000_00027.ppm,21,21,Dupla Curva,98.25
00000_00028.ppm,21,21,Dupla Curva,99.34
00000_00029.ppm,21,21,Dupla Curva,99.43
00001_00000.ppm,21,21,Dupla Curva,98.25
00001_00001.ppm,21,21,Dupla Curva,99.67
00001_00002.ppm,21,21,Dupla Curva,99.26
00001_00003.ppm,21,21,Dupla Curva,99.64
00001_00004.ppm,21,21,Dupla Curva,97.71
00001_00005.ppm,21,21,Dupla Curva,99.82
00001_00006.ppm,21,21,Dupla Curva,98.95
00001_00007.ppm,21,21,Dupla Curva,99.80
00001_00008.ppm,21,21,Dupla Curva,98.67
00001_00009.ppm,21,21,Dupla Curva,99.85
00001_00010.ppm,21,21,Dupla Curva,99.72
00001_00011.ppm,21,21,Dupla Curva,99.73
00001_00012.ppm,21,21,Dupla Curva,99.72
00001_00013.ppm,21,21,Dupla Curva,99.93
00001_00014.ppm,21,21,Dupla Curva,99.96
00001_00015.ppm,21,21,Dupla Curva,99.90
00001_00016.ppm,21,21,Dupla Curva,99.96
00001_00017.ppm,21,21,Dupla Curva,99.95
00001_00018.ppm,21,21,Dupla Curva,99.96
00001_00019.ppm,21,21,Dupla Curva,99.91
00001_00020.ppm,21,21,Dupla Curva,99.79
00001_00021.ppm,21,21,Dupla Curva,99.93
00001_00022.ppm,21,21,Dupla Curva,99.97
00001_00023.ppm,21,21,Dupla Curva,99.94
00001_00024.ppm,21,21,Dupla Curva,99.94
00001_00025.ppm,21,21,Dupla Curva,99.79
00001_00026.ppm,21,21,Dupla Curva,99.95
00001_00027.ppm,21,21,Dupla Curva,99.68
00001_00028.ppm,21,21,Dupla Curva,99.47
00001_00029.ppm,21,21,Dupla Curva,99.54
00002_00000.ppm,21,21,Dupla Curva,99.96
00002_00001.ppm,21,21,Dupla Curva,99.94
00002_00002.ppm,21,21,Dupla Curva,99.97
00002_00003.ppm,21,21,Dupla Curva,100.00
00002_00004.ppm,21,21,Dupla Curva,99.99
00002_00005.ppm,21,21,Dupla Curva,99.99
00002_00006.ppm,21,21,Dupla Curva,99.99
00002_00007.ppm,21,21,Dupla Curva,100.00
00002_00008.ppm,21,21,Dupla Curva,100.00
00002_00009.ppm,21,21,Dupla Curva,100.00
00002_00010.ppm,21,21,Dupla Curva,100.00
00002_00011.ppm,21,21,Dupla Curva,100.00
00002_00012.ppm,21,21,Dupla Curva,100.00
00002_00013.ppm,21,21,Dupla Curva,100.00
00002_00014.ppm,21,21,Dupla Curva,100.00
00002_00015.ppm,21,21,Dupla Curva,100.00
00002_00016.ppm,21,21,Dupla Curva,100.00
00002_00017.ppm,21,21,Dupla Curva,100.00
00002_00018.ppm,21,21,Dupla Curva,100.00
00002_00019.ppm,21,21,Dupla Curva,100.00
00002_00020.ppm,21,21,Dupla Curva,100.00
00002_00021.ppm,21,21,Dupla Curva,100.00
00002_00022.ppm,21,21,Dupla Curva,100.00
00002_00023.ppm,21,21,Dupla Curva,100.00
00002_00024.ppm,21,21,Dupla Curva,100.00
00002_00025.ppm,21,21,Dupla Curva,100.00
00002_00026.ppm,21,21,Dupla Curva,100.00
00002_00027.ppm,21,21,Dupla Curva,98.53
00002_00028.ppm,21,21,Dupla Curva,100.00
00002_00029.ppm,21,21,Dupla Curva,99.97
00003_00000.ppm,21,21,Dupla Curva,98.27
00003_00001.ppm,21,21,Dupla Curva,99.89
00003_00002.ppm,21,21,Dupla Curva,99.87
00003_00003.ppm,21,21,Dupla Curva,99.79
00003_00004.ppm,21,21,Dupla Curva,99.44
00003_00005.ppm,21,21,Dupla Curva,99.97
00003_00006.ppm,21,21,Dupla Curva,99.93
00003_00007.ppm,21,21,Dupla Curva,99.94
00003_00008.ppm,21,21,Dupla Curva,99.66
00003_00009.ppm,21,21,Dupla Curva,99.42
00003_00010.ppm,21,21,Dupla Curva,99.64
00003_00011.ppm,21,21,Dupla Curva,99.82
00003_00012.ppm,21,21,Dupla Curva,99.88
00003_00013.ppm,21,21,Dupla Curva,99.69
