Filename,Actual_Class,Predicted_Class,Class_Name,Confidence (%)
00000_00000.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,100.00
00000_00001.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,100.00
00000_00002.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,100.00
00000_00003.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,100.00
00000_00004.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,100.00
00000_00005.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,100.00
00000_00006.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,99.99
00000_00007.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,100.00
00000_00008.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,100.00
00000_00009.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,100.00
00000_00010.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,99.99
00000_00011.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,100.00
00000_00012.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,99.99
00000_00013.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,99.98
00000_00014.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,99.99
00000_00015.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,100.00
00000_00016.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,99.97
00000_00017.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,100.00
00000_00018.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,100.00
00000_00019.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,100.00
00000_00020.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,99.88
00000_00021.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,99.96
00000_00022.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,99.96
00000_00023.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,100.00
00000_00024.ppm,42,42,Fim da Proibição de Ultrapassar Caminhões,100.00
