Filename,Actual_Class,Predicted_Class,Class_Name,Confidence (%)
00000_00000.ppm,5,5,Limite de Velocidade (80km/h),49.51
00000_00001.ppm,5,7,Limite de Velocidade (100km/h),77.73
00000_00002.ppm,5,5,Limite de Velocidade (80km/h),78.09
00000_00003.ppm,5,5,Limite de Velocidade (80km/h),95.33
00000_00004.ppm,5,5,Limite de Velocidade (80km/h),97.12
00000_00005.ppm,5,7,Limite de Velocidade (100km/h),55.34
00000_00006.ppm,5,7,Limite de Velocidade (100km/h),76.08
00000_00007.ppm,5,5,Limite de Velocidade (80km/h),78.46
00000_00008.ppm,5,5,Limite de Velocidade (80km/h),67.55
00000_00009.ppm,5,5,Limite de Velocidade (80km/h),79.73
00000_00010.ppm,5,7,Limite de Velocidade (100km/h),72.67
00000_00011.ppm,5,5,Limite de Velocidade (80km/h),52.07
00000_00012.ppm,5,5,Limite de Velocidade (80km/h),97.67
00000_00013.ppm,5,5,Limite de Velocidade (80km/h),99.92
00000_00014.ppm,5,5,Limite de Velocidade (80km/h),98.11
00000_00015.ppm,5,5,Limite de Velocidade (80km/h),97.40
00000_00016.ppm,5,5,Limite de Velocidade (80km/h),98.79
00000_00017.ppm,5,5,Limite de Velocidade (80km/h),92.87
00000_00018.ppm,5,5,Limite de Velocidade (80km/h),99.51
00000_00019.ppm,5,5,Limite de Velocidade (80km/h),97.57
00000_00020.ppm,5,5,Limite de Velocidade (80km/h),99.98
00000_00021.ppm,5,5,Limite de Velocidade (80km/h),99.92
00000_00022.ppm,5,5,Limite de Velocidade (80km/h),99.99
00000_00023.ppm,5,5,Limite de Velocidade (80km/h),99.97
00000_00024.ppm,5,5,Limite de Velocidade (80km/h),99.91
00000_00025.ppm,5,5,Limite de Velocidade (80km/h),98.50
00000_00026.ppm,5,5,Limite de Velocidade (80km/h),97.53
00000_00027.ppm,5,5,Limite de Velocidade (80km/h),93.82
00000_00028.ppm,5,5,Limite de Velocidade (80km/h),92.99
00000_00029.ppm,5,5,Limite de Velocidade (80km/h),100.00
00001_00000.ppm,5,5,Limite de Velocidade (80km/h),99.69
00001_00001.ppm,5,5,Limite de Velocidade (80km/h),93.31
