Filename,Actual_Class,Predicted_Class,Class_Name,Confidence (%)
00000_00000.ppm,26,26,Semáforo à Frente,94.42
00000_00001.ppm,26,26,Semáforo à Frente,99.81
00000_00002.ppm,26,26,Semáforo à Frente,99.07
00000_00003.ppm,26,26,Semáforo à Frente,99.00
00000_00004.ppm,26,26,Semáforo à Frente,91.42
00000_00005.ppm,26,26,Semáforo à Frente,81.94
00000_00006.ppm,26,26,Semáforo à Frente,94.33
00000_00007.ppm,26,26,Semáforo à Frente,83.49
00000_00008.ppm,26,26,Semáforo à Frente,94.75
00000_00009.ppm,26,26,Semáforo à Frente,99.74
00000_00010.ppm,26,26,Semáforo à Frente,98.95
00000_00011.ppm,26,26,Semáforo à Frente,99.20
00000_00012.ppm,26,26,Semáforo à Frente,99.42
00000_00013.ppm,26,26,Semáforo à Frente,99.95
00000_00014.ppm,26,26,Semáforo à Frente,95.51
00000_00015.ppm,26,26,Semáforo à Frente,99.18
00000_00016.ppm,26,26,Semáforo à Frente,97.46
00000_00017.ppm,26,26,Semáforo à Frente,96.61
00000_00018.ppm,26,26,Semáforo à Frente,96.89
00000_00019.ppm,26,26,Semáforo à Frente,86.61
00000_00020.ppm,26,26,Semáforo à Frente,45.40
00000_00021.ppm,26,26,Semáforo à Frente,81.75
00000_00022.ppm,26,26,Semáforo à Frente,93.92
00000_00023.ppm,26,26,Semáforo à Frente,93.10
00000_00024.ppm,26,26,Semáforo à Frente,84.31
00000_00025.ppm,26,26,Semáforo à Frente,77.80
00000_00026.ppm,26,24,Estreitamento de Pista,45.63
00000_00027.ppm,26,26,Semáforo à Frente,89.37
00000_00028.ppm,26,26,Semáforo à Frente,84.23
00000_00029.ppm,26,26,Semáforo à Frente,90.10
00001_00000.ppm,26,26,Semáforo à Frente,97.26
00001_00001.ppm,26,26,Semáforo à Frente,99.86
00001_00002.ppm,26,26,Semáforo à Frente,99.75
00001_00003.ppm,26,26,Semáforo à Frente,99.37
00001_00004.ppm,26,26,Semáforo à Frente,99.83
00001_00005.ppm,26,26,Semáforo à Frente,99.95
00001_00006.ppm,26,26,Semáforo à Frente,99.90
00001_00007.ppm,26,26,Semáforo à Frente,99.99
00001_00008.ppm,26,26,Semáforo à Frente,99.83
00001_00009.ppm,26,26,Semáforo à Frente,99.99
00001_00010.ppm,26,26,Semáforo à Frente,99.93
00001_00011.ppm,26,26,Semáforo à Frente,99.99
00001_00012.ppm,26,26,Semáforo à Frente,99.99
00001_00013.ppm,26,26,Semáforo à Frente,99.63
00001_00014.ppm,26,26,Semáforo à Frente,99.93
00001_00015.ppm,26,26,Semáforo à Frente,99.99
00001_00016.ppm,26,26,Semáforo à Frente,100.00
00001_00017.ppm,26,26,Semáforo à Frente,100.00
00001_00018.ppm,26,26,Semáforo à Frente,99.29
00001_00019.ppm,26,26,Semáforo à Frente,100.00
00001_00020.ppm,26,26,Semáforo à Frente,99.94
00001_00021.ppm,26,26,Semáforo à Frente,100.00
00001_00022.ppm,26,26,Semáforo à Frente,99.76
