Filename,Actual_Class,Predicted_Class,Class_Name,Confidence (%)
00000_00000.ppm,27,27,Pedestres,89.06
00000_00001.ppm,27,27,Pedestres,91.57
00000_00002.ppm,27,27,Pedestres,82.64
00000_00003.ppm,27,11,Interseção com Prioridade,57.78
00000_00004.ppm,27,27,Pedestres,85.32
00000_00005.ppm,27,27,Pedestres,83.59
00000_00006.ppm,27,27,Pedestres,97.74
00000_00007.ppm,27,27,Pedestres,98.21
00000_00008.ppm,27,27,Pedestres,97.81
00000_00009.ppm,27,27,Pedestres,98.50
00000_00010.ppm,27,27,Pedestres,99.17
00000_00011.ppm,27,27,Pedestres,98.68
00000_00012.ppm,27,27,Pedestres,98.86
00000_00013.ppm,27,27,Pedestres,98.11
00000_00014.ppm,27,27,Pedestres,98.95
00000_00015.ppm,27,27,Pedestres,98.87
00000_00016.ppm,27,27,Pedestres,98.81
00000_00017.ppm,27,27,Pedestres,98.38
00000_00018.ppm,27,27,Pedestres,99.11
00000_00019.ppm,27,27,Pedestres,99.18
00000_00020.ppm,27,27,Pedestres,99.17
00000_00021.ppm,27,27,Pedestres,99.26
00000_00022.ppm,27,27,Pedestres,99.74
00000_00023.ppm,27,27,Pedestres,99.74
00000_00024.ppm,27,27,Pedestres,99.68
00000_00025.ppm,27,27,Pedestres,99.55
00000_00026.ppm,27,27,Pedestres,99.25
00000_00027.ppm,27,27,Pedestres,97.29
00000_00028.ppm,27,27,Pedestres,99.64
00000_00029.ppm,27,27,Pedestres,99.40
00001_00000.ppm,27,27,Pedestres,99.95
00001_00001.ppm,27,27,Pedestres,99.79
00001_00002.ppm,27,27,Pedestres,99.93
00001_00003.ppm,27,27,Pedestres,99.82
00001_00004.ppm,27,27,Pedestres,99.99
00001_00005.ppm,27,27,Pedestres,99.98
00001_00006.ppm,27,27,Pedestres,99.98
00001_00007.ppm,27,27,Pedestres,99.74
00001_00008.ppm,27,27,Pedestres,99.84
00001_00009.ppm,27,27,Pedestres,99.99
00001_00010.ppm,27,27,Pedestres,99.99
00001_00011.ppm,27,27,Pedestres,100.00
00001_00012.ppm,27,27,Pedestres,100.00
00001_00013.ppm,27,27,Pedestres,99.99
00001_00014.ppm,27,27,Pedestres,99.99
00001_00015.ppm,27,27,Pedestres,99.99
00001_00016.ppm,27,27,Pedestres,99.98
00001_00017.ppm,27,27,Pedestres,99.99
00001_00018.ppm,27,27,Pedestres,100.00
00001_00019.ppm,27,27,Pedestres,99.99
00001_00020.ppm,27,27,Pedestres,99.99
00001_00021.ppm,27,27,Pedestres,100.00
00001_00022.ppm,27,27,Pedestres,100.00
00001_00023.ppm,27,27,Pedestres,100.00
00001_00024.ppm,27,27,Pedestres,100.00
00001_00025.ppm,27,27,Pedestres,100.00
00001_00026.ppm,27,27,Pedestres,100.00
00001_00027.ppm,27,27,Pedestres,99.97
00001_00028.ppm,27,27,Pedestres,99.97
00001_00029.ppm,27,27,Pedestres,99.92
00002_00000.ppm,27,27,Pedestres,92.70
00002_00001.ppm,27,27,Pedestres,74.35
00002_00002.ppm,27,27,Pedestres,60.37
00002_00003.ppm,27,11,Interseção com Prioridade,38.92
00002_00004.ppm,27,11,Interseção com Prioridade,81.97
00002_00005.ppm,27,27,Pedestres,99.63
00002_00006.ppm,27,11,Interseção com Prioridade,80.56
00002_00007.ppm,27,27,Pedestres,99.22
00002_00008.ppm,27,11,Interseção com Prioridade,98.96
00002_00009.ppm,27,27,Pedestres,92.70
00002_00010.ppm,27,27,Pedestres,99.72
00002_00011.ppm,27,27,Pedestres,95.33
00002_00012.ppm,27,27,Pedestres,99.67
00002_00013.ppm,27,11,Interseção com Prioridade,99.83
00002_00014.ppm,27,11,Interseção com Prioridade,52.33
00002_00015.ppm,27,11,Interseção com Prioridade,74.54
00002_00016.ppm,27,27,Pedestres,81.78
00002_00017.ppm,27,11,Interseção com Prioridade,99.47
00002_00018.ppm,27,27,Pedestres,98.53
00002_00019.ppm,27,11,Interseção com Prioridade,92.21
00002_00020.ppm,27,11,Interseção com Prioridade,99.68
00002_00021.ppm,27,27,Pedestres,99.99
00002_00022.ppm,27,27,Pedestres,99.99
00002_00023.ppm,27,27,Pedestres,100.00
00002_00024.ppm,27,27,Pedestres,100.00
00002_00025.ppm,27,27,Pedestres,100.00
00002_00026.ppm,27,27,Pedestres,100.00
00002_00027.ppm,27,27,Pedestres,100.00
00002_00028.ppm,27,27,Pedestres,100.00
00002_00029.ppm,27,27,Pedestres,100.00
00003_00000.ppm,27,27,Pedestres,99.76
00003_00001.ppm,27,27,Pedestres,98.10
00003_00002.ppm,27,27,Pedestres,97.57
00003_00003.ppm,27,27,Pedestres,99.19
00003_00004.ppm,27,27,Pedestres,97.69
00003_00005.ppm,27,27,Pedestres,97.78
00003_00006.ppm,27,27,Pedestres,95.13
00003_00007.ppm,27,27,Pedestres,98.89
00003_00008.ppm,27,27,Pedestres,91.58
00003_00009.ppm,27,27,Pedestres,99.33
00003_00010.ppm,27,11,Interseção com Prioridade,48.18
00003_00011.ppm,27,27,Pedestres,99.92
00003_00012.ppm,27,27,Pedestres,99.92
00003_00013.ppm,27,27,Pedestres,99.80
00003_00014.ppm,27,27,Pedestres,99.85
00003_00015.ppm,27,27,Pedestres,56.00
00003_00016.ppm,27,27,Pedestres,95.56
00003_00017.ppm,27,27,Pedestres,99.59
00003_00018.ppm,27,27,Pedestres,99.87
00003_00019.ppm,27,27,Pedestres,99.85
00003_00020.ppm,27,27,Pedestres,99.83
00003_00021.ppm,27,27,Pedestres,99.77
00003_00022.ppm,27,27,Pedestres,97.50
00003_00023.ppm,27,27,Pedestres,99.89
00003_00024.ppm,27,27,Pedestres,99.74
00003_00025.ppm,27,27,Pedestres,99.83
00003_00026.ppm,27,27,Pedestres,99.68
00003_00027.ppm,27,27,Pedestres,99.14
00003_00028.ppm,27,27,Pedestres,99.83
00003_00029.ppm,27,27,Pedestres,99.96
00004_00000.ppm,27,27,Pedestres,62.02
00004_00001.ppm,27,27,Pedestres,60.32
00004_00002.ppm,27,18,Perigo,65.42
00004_00003.ppm,27,27,Pedestres,95.25
00004_00004.ppm,27,27,Pedestres,92.25
00004_00005.ppm,27,27,Pedestres,81.22
00004_00006.ppm,27,18,Perigo,50.48
00004_00007.ppm,27,27,Pedestres,90.72
00004_00008.ppm,27,27,Pedestres,96.46
00004_00009.ppm,27,27,Pedestres,99.37
00004_00010.ppm,27,27,Pedestres,98.42
00004_00011.ppm,27,27,Pedestres,98.27
00004_00012.ppm,27,27,Pedestres,99.20
00004_00013.ppm,27,27,Pedestres,98.81
00004_00014.ppm,27,27,Pedestres,99.32
00004_00015.ppm,27,27,Pedestres,96.92
00004_00016.ppm,27,27,Pedestres,96.00
00004_00017.ppm,27,27,Pedestres,97.71
00004_00018.ppm,27,27,Pedestres,98.64
00004_00019.ppm,27,27,Pedestres,99.21
00004_00020.ppm,27,27,Pedestres,99.35
00004_00021.ppm,27,27,Pedestres,91.42
00004_00022.ppm,27,27,Pedestres,77.94
00004_00023.ppm,27,27,Pedestres,98.58
00004_00024.ppm,27,27,Pedestres,97.51
00004_00025.ppm,27,27,Pedestres,99.23
00004_00026.ppm,27,27,Pedestres,98.36
00004_00027.ppm,27,27,Pedestres,97.57
00004_00028.ppm,27,27,Pedestres,97.61
00004_00029.ppm,27,27,Pedestres,86.33
00005_00000.ppm,27,27,Pedestres,96.22
00005_00001.ppm,27,27,Pedestres,95.92
00005_00002.ppm,27,27,Pedestres,83.32
00005_00003.ppm,27,27,Pedestres,93.97
00005_00004.ppm,27,27,Pedestres,98.25
00005_00005.ppm,27,27,Pedestres,91.56
00005_00006.ppm,27,27,Pedestres,91.32
00005_00007.ppm,27,27,Pedestres,95.49
00005_00008.ppm,27,27,Pedestres,98.63
00005_00009.ppm,27,27,Pedestres,98.20
00005_00010.ppm,27,27,Pedestres,95.86
00005_00011.ppm,27,27,Pedestres,97.31
00005_00012.ppm,27,27,Pedestres,96.98
00005_00013.ppm,27,27,Pedestres,99.05
00005_00014.ppm,27,27,Pedestres,99.53
00005_00015.ppm,27,27,Pedestres,99.69
00005_00016.ppm,27,27,Pedestres,99.77
00005_00017.ppm,27,27,Pedestres,99.72
00005_00018.ppm,27,27,Pedestres,99.83
00005_00019.ppm,27,27,Pedestres,99.42
00005_00020.ppm,27,27,Pedestres,99.56
00005_00021.ppm,27,27,Pedestres,99.76
00005_00022.ppm,27,27,Pedestres,99.41
00005_00023.ppm,27,27,Pedestres,99.90
00005_00024.ppm,27,27,Pedestres,99.70
00005_00025.ppm,27,27,Pedestres,93.73
00005_00026.ppm,27,27,Pedestres,99.43
00005_00027.ppm,27,27,Pedestres,95.99
00005_00028.ppm,27,27,Pedestres,98.61
00005_00029.ppm,27,27,Pedestres,93.76
