Filename,Actual_Class,Predicted_Class,Class_Name,Confidence (%)
00000_00000.ppm,11,11,Interseção com Prioridade,91.84
00000_00001.ppm,11,11,Interseção com Prioridade,87.98
00000_00002.ppm,11,11,Interseção com Prioridade,81.58
00000_00003.ppm,11,11,Interseção com Prioridade,89.63
00000_00004.ppm,11,11,Interseção com Prioridade,96.18
00000_00005.ppm,11,11,Interseção com Prioridade,95.95
00000_00006.ppm,11,11,Interseção com Prioridade,89.43
00000_00007.ppm,11,11,Interseção com Prioridade,96.98
00000_00008.ppm,11,11,Interseção com Prioridade,98.17
00000_00009.ppm,11,11,Interseção com Prioridade,99.31
00000_00010.ppm,11,11,Interseção com Prioridade,94.62
00000_00011.ppm,11,11,Interseção com Prioridade,99.14
00000_00012.ppm,11,11,Interseção com Prioridade,99.38
00000_00013.ppm,11,11,Interseção com Prioridade,99.63
00000_00014.ppm,11,11,Interseção com Prioridade,99.30
00000_00015.ppm,11,11,Interseção com Prioridade,97.41
00000_00016.ppm,11,11,Interseção com Prioridade,99.10
00000_00017.ppm,11,11,Interseção com Prioridade,96.03
00000_00018.ppm,11,11,Interseção com Prioridade,98.34
00000_00019.ppm,11,11,Interseção com Prioridade,99.02
00000_00020.ppm,11,11,Interseção com Prioridade,97.65
00000_00021.ppm,11,11,Interseção com Prioridade,96.14
00000_00022.ppm,11,11,Interseção com Prioridade,96.61
00000_00023.ppm,11,11,Interseção com Prioridade,99.51
00000_00024.ppm,11,11,Interseção com Prioridade,99.57
00000_00025.ppm,11,11,Interseção com Prioridade,99.71
00000_00026.ppm,11,11,Interseção com Prioridade,99.17
00000_00027.ppm,11,11,Interseção com Prioridade,99.30
00000_00028.ppm,11,11,Interseção com Prioridade,97.40
00000_00029.ppm,11,11,Interseção com Prioridade,62.26
00001_00000.ppm,11,11,Interseção com Prioridade,99.48
00001_00001.ppm,11,11,Interseção com Prioridade,90.17
00001_00002.ppm,11,11,Interseção com Prioridade,97.89
00001_00003.ppm,11,11,Interseção com Prioridade,99.99
00001_00004.ppm,11,11,Interseção com Prioridade,99.99
00001_00005.ppm,11,11,Interseção com Prioridade,99.97
00001_00006.ppm,11,11,Interseção com Prioridade,86.63
00001_00007.ppm,11,11,Interseção com Prioridade,68.85
00001_00008.ppm,11,11,Interseção com Prioridade,96.25
00001_00009.ppm,11,11,Interseção com Prioridade,99.96
